token_address,approval_block,attack_block,usd_loss,attack_hash,approval_hash,malicious_contract
0x3506424F91fD33084466F402d5D97f05F8e3b4AF,20331565,20331642,-172221.85047674374,0x7ee1daac2705269d07c11f776e031cdd7ff5b2c3d84208b460487bd3c6e643f1,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x4a220E6096B25EADb88358cb44068A3248254675,20331565,20331643,-148652.79715894908,0x0f0a0f3e28d0e40d73e0e58c8b683aa0f1e9d6af7879071f0067911fb12d4c67,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xF17e65822b568B3903685a7c9F496CF7656Cc6C2,20331565,20331644,-168725.52260085926,0xe571cd2dd6c07d68f947737479b44bf07d8bdeed046129440b3681f01f793c1e,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xFA1a856Cfa3409CFa145Fa4e20Eb270dF3EB21ab,20331565,20331645,,0x4d820db305699a460aded875dacb90bf83655b85f0efcc115e5d0f43cbe068f2,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x58b6A8A3302369DAEc383334672404Ee733aB239,20331565,20331646,-165094.8050244823,0xedd7c7f2a172e3eeb86d1da16127afe477c4d05742d3c3d6318322e0431f1b55,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xc00e94Cb662C3520282E6f5717214004A7f26888,20331565,20331647,-138964.92261056261,0x60404d71d8228f78247078a6d80b8a91360bc38f6b871b87ab5b2afa90ff303e,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x2C974B2d0BA1716E644c1FC59982a89DDD2fF724,20331565,20331648,-136560.95620882502,0xfbc03209cb065697968ca0162c9fce3f32fd15917e9400c0ab794ce2bc0e88ef,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xCdF7028ceAB81fA0C6971208e83fa7872994beE5,20331565,20331649,-138390.31765414577,0x44477c96e8a56f62b2a379381b09f23b615071af3361fc1fd7e481c22640edf6,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x92D6C1e31e14520e676a687F0a93788B716BEff5,20331565,20331650,-127367.3920354386,0x680d7f0100f7562a51b9b138aaf59e5eaa7575c99d04b4183b6da467a99c2f5f,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,20331565,20331651,-124607.51413265085,0x7177cfdc43f776dfae000c43d94e74f7d968a38ec2a66594b8611deb03e884a7,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x4691937a7508860F876c9c0a2a617E7d9E945D4B,20331565,20331652,-127812.04710517202,0x24695c322506fcbafa15eb93dc2b4079c60669b571370b68ba10dea37acafdea,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
